"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"6180","chr19",42124601,42150000,25400,"*","Promoter",19,42147400,42151703,4304,1,"277010","ENSMUST00000061111.9",0
"6181","chr19",42257201,42263000,5800,"*","Intron (ENSMUST00000122375.7/71146, intron 3 of 6)",19,42255739,42270348,14610,1,"71146","ENSMUST00000087123.5",1462
"6182","chr19",42610801,42615400,4600,"*","Promoter",19,42593982,42612813,18832,2,"67573","ENSMUST00000026190.13",0
"6183","chr19",42626401,42640600,14200,"*","Distal Intergenic",19,42595106,42612813,17708,2,"67573","ENSMUST00000164786.7",-13588
"6184","chr19",42658601,42662200,3600,"*","Distal Intergenic",19,42595106,42612813,17708,2,"67573","ENSMUST00000164786.7",-45788
"6185","chr19",42768001,42772400,4400,"*","Promoter",19,42766811,42769810,3000,2,"192236","ENSMUST00000161761.1",0
"6186","chr19",42788601,42789200,600,"*","3' UTR",19,42755105,42779978,24874,2,"192236","ENSMUST00000162004.7",-8623
"6187","chr19",43497601,43526800,29200,"*","Promoter",19,43499752,43524605,24854,2,"14718","ENSMUST00000026196.13",0
"6188","chr19",43559801,43560200,400,"*","Intron (ENSMUST00000236043.1/ENSMUST00000236043.1, intron 1 of 1)",19,43499752,43524605,24854,2,"14718","ENSMUST00000026196.13",-35196
"6189","chr19",43667001,43677000,10000,"*","Promoter",19,43675178,43677176,1999,1,"100502982","ENSMUST00000236819.1",0
"6190","chr19",43688801,43689000,200,"*","Promoter",19,43689672,43733697,44026,1,"93685","ENSMUST00000081079.5",-672
"6191","chr19",43874401,43897600,23200,"*","Promoter",19,43846822,43879768,32947,2,"71972","ENSMUST00000212592.1",0
"6192","chr19",43914801,43941400,26600,"*","Promoter",19,43846821,43940191,93371,2,"71972","ENSMUST00000212396.1",0
"6193","chr19",44108001,44108400,400,"*","Promoter",19,44073335,44107480,34146,2,"12675","ENSMUST00000026217.10",-521
"6194","chr19",44146601,44147400,800,"*","Promoter",19,44139259,44146446,7188,2,"73689","ENSMUST00000079033.5",-155
"6195","chr19",44238201,44268400,30200,"*","Promoter",19,44237815,44242018,4204,1,"30049","ENSMUST00000237324.1",386
"6196","chr19",44280001,44314800,34800,"*","Promoter",19,44303171,44303231,61,1,"100628619","ENSMUST00000175574.1",0
"6197","chr19",44377001,44411000,34000,"*","Promoter",19,44394455,44407709,13255,2,"20249","ENSMUST00000041331.3",0
"6198","chr19",44458001,44460200,2200,"*","Exon (ENSMUST00000237075.1/ENSMUST00000237075.1, exon 4 of 5)",19,44493472,44514273,20802,1,"22423","ENSMUST00000041163.4",-33272
"6199","chr19",44555601,44556600,1000,"*","Promoter",19,44550240,44555440,5201,2,"67264","ENSMUST00000026222.10",-161
"6200","chr19",44664201,44664400,200,"*","Distal Intergenic",19,44756045,44837851,81807,1,"18504","ENSMUST00000174490.8",-91645
"6201","chr19",44707601,44710400,2800,"*","Distal Intergenic",19,44756045,44837851,81807,1,"18504","ENSMUST00000174490.8",-45645
"6202","chr19",45006801,45030800,24000,"*","Promoter",19,45026906,45030015,3110,2,"100503041","ENSMUST00000038901.5",0
"6203","chr19",45045001,45054800,9800,"*","Promoter",19,45027490,45045717,18228,2,"100503041","ENSMUST00000169459.3",0
"6204","chr19",45075801,45080800,5000,"*","Promoter",19,45076139,45079289,3151,1,"107250","ENSMUST00000026234.4",0
"6205","chr19",45174801,45177000,2200,"*","Distal Intergenic",19,45151469,45156399,4931,1,"21908","ENSMUST00000174617.2",23332
"6206","chr19",45592201,45593000,800,"*","Promoter",19,45578912,45592661,13750,2,"30838","ENSMUST00000160438.2",0
"6207","chr19",45643601,45661400,17800,"*","Promoter",19,45578254,45660312,82059,2,"30838","ENSMUST00000046869.10",0
"6208","chr19",45790401,45791000,600,"*","Downstream (<1kb)",19,45791839,45794299,2461,2,"80906","ENSMUST00000159210.8",3299
"6209","chr19",46001601,46005400,3800,"*","Promoter",19,46003508,46006173,2666,1,"20170","ENSMUST00000099393.3",0
"6210","chr19",46337401,46341000,3600,"*","Promoter",19,46329812,46338620,8809,2,"67116","ENSMUST00000235485.1",0
"6211","chr19",46352801,46356800,4000,"*","Promoter",19,46356880,46375252,18373,1,"75146","ENSMUST00000086969.12",-80
"6212","chr19",46367601,46368600,1000,"*","Promoter",19,46366734,46375252,8519,1,"75146","ENSMUST00000137143.1",867
"6213","chr19",46446601,46496000,49400,"*","Promoter",19,46457906,46475634,17729,1,"24069","ENSMUST00000123252.1",0
"6214","chr19",46506201,46528400,22200,"*","Promoter",19,46514660,46515257,598,1,"93679","ENSMUST00000235934.1",0
"6215","chr19",46596801,46601000,4200,"*","Promoter",19,46599084,46657389,58306,1,"226178","ENSMUST00000138302.8",0
"6216","chr19",46640601,46649000,8400,"*","3' UTR",19,46623401,46657385,33985,1,"226178","ENSMUST00000111855.4",17200
"6217","chr19",46690401,46690600,200,"*","Promoter",19,46689906,46703382,13477,1,"66439","ENSMUST00000074912.7",495
"6218","chr19",46762801,46763000,200,"*","Exon (ENSMUST00000099373.11/94219, exon 1 of 8)",19,46761605,46854052,92448,1,"94219","ENSMUST00000235378.1",1196
"6219","chr19",46791201,46806800,15600,"*","Intron (ENSMUST00000099373.11/94219, intron 1 of 7)",19,46761605,46854052,92448,1,"94219","ENSMUST00000235378.1",29596
"6220","chr19",46929801,46930000,200,"*","Promoter",19,46887670,46929225,41556,2,"76952","ENSMUST00000236727.1",-576
"6221","chr19",46945401,46961000,15600,"*","Promoter",19,46887670,46961920,74251,2,"76952","ENSMUST00000236501.1",920
"6222","chr19",47138601,47139600,1000,"*","Promoter",19,47131823,47138294,6472,2,"72691","ENSMUST00000035822.1",-307
"6223","chr19",47215801,47223600,7800,"*","Exon (ENSMUST00000236562.1/ENSMUST00000236562.1, exon 1 of 2)",19,47228911,47259435,30525,1,"18011","ENSMUST00000111807.4",-5311
"6224","chr19",47277801,47287400,9600,"*","Exon (ENSMUST00000081619.9/14218, exon 9 of 15)",19,47273519,47273589,71,2,"102466782","ENSMUST00000183658.1",-4212
"6225","chr19",47319001,47348000,29000,"*","Exon (ENSMUST00000081619.9/14218, exon 6 of 15)",19,47266913,47314751,47839,2,"14218","ENSMUST00000237796.1",-4250
"6226","chr19",47368801,47381600,12800,"*","Exon (ENSMUST00000081619.9/14218, exon 4 of 15)",19,47363609,47410359,46751,2,"14218","ENSMUST00000237828.1",28759
"6227","chr19",47402201,47402800,600,"*","Intron (ENSMUST00000081619.9/14218, intron 2 of 14)",19,47363609,47410359,46751,2,"14218","ENSMUST00000237828.1",7559
"6228","chr19",47435201,47462600,27400,"*","Intron (ENSMUST00000081619.9/14218, intron 1 of 14)",19,47266953,47464247,197295,2,"14218","ENSMUST00000111800.3",1647
"6229","chr19",47481801,47540000,58200,"*","Promoter",19,47512982,47516578,3597,1,"100503104","ENSMUST00000182109.1",0
"6230","chr19",47560401,47562800,2400,"*","Distal Intergenic",19,47579678,47645246,65569,1,"20874","ENSMUST00000026043.11",-16878
"6231","chr19",47577801,47578800,1000,"*","Promoter",19,47579678,47645246,65569,1,"20874","ENSMUST00000026043.11",-878
"6232","chr19",47659401,47661000,1600,"*","Exon (ENSMUST00000026045.13/12821, exon 31 of 54)",19,47648100,47649595,1496,2,"12821","ENSMUST00000151102.1",-9806
"6233","chr19",47696601,47705400,8800,"*","Distal Intergenic",19,47646344,47692094,45751,2,"12821","ENSMUST00000086923.5",-4507
"6234","chr19",47727601,47729800,2200,"*","Distal Intergenic",19,47731682,47735588,3907,1,"67788","ENSMUST00000099353.5",-1882
"6235","chr19",47822401,47825000,2600,"*","Exon (ENSMUST00000160247.2/100048534, exon 5 of 38)",19,47794851,47812146,17296,2,"100048534","ENSMUST00000160970.1",-10255
"6236","chr19",47835801,47836200,400,"*","Exon (ENSMUST00000160247.2/100048534, exon 2 of 38)",19,47822954,47837361,14408,2,"100048534","ENSMUST00000159204.1",1161
"6237","chr19",47850801,47938000,87200,"*","Promoter",19,47786580,47919287,132708,2,"100048534","ENSMUST00000026048.9",0
"6238","chr19",47983201,47983800,600,"*","Exon (ENSMUST00000066308.8/381229, exon 13 of 18)",19,47937712,48035387,97676,1,"381229","ENSMUST00000066308.8",45489
"6239","chr19",48776801,48783800,7000,"*","Intron (ENSMUST00000078880.5/66673, intron 20 of 26)",19,48704216,48804537,100322,1,"66673","ENSMUST00000235967.1",72585
"6240","chr19",50561801,50572800,11000,"*","Intron (ENSMUST00000209413.1/58178, intron 1 of 25)",19,50147660,50678485,530826,2,"58178","ENSMUST00000211687.1",105685
"6241","chr19",50909801,50910000,200,"*","Distal Intergenic",19,50147660,50678646,530987,2,"58178","ENSMUST00000164039.8",-231155
"6242","chr19",52630801,52634800,4000,"*","Distal Intergenic",19,52923181,52926931,3751,1,"100043450","ENSMUST00000236393.1",-288381
"6243","chr19",53036801,53044600,7800,"*","Promoter",19,52931926,53038641,106716,2,"170750","ENSMUST00000236456.1",0
"6244","chr19",53063601,53076200,12600,"*","Promoter",19,53076218,53084392,8175,1,"78457","ENSMUST00000189904.6",-18
"6245","chr19",53184201,53196400,12200,"*","Promoter",19,53194953,53247087,52135,1,"27360","ENSMUST00000236296.1",0
"6246","chr19",53314801,53328200,13400,"*","Exon (ENSMUST00000236942.1/ENSMUST00000236942.1, exon 1 of 3)",19,53329413,53373154,43742,1,"17859","ENSMUST00000111737.2",-1213
"6247","chr19",53391801,53435400,43600,"*","Distal Intergenic",19,53379396,53390578,11183,2,"76479","ENSMUST00000025997.6",-1223
"6248","chr19",53448401,53464600,16200,"*","Promoter",19,53444014,53451491,7478,2,"381232","ENSMUST00000180667.2",0
"6249","chr19",53499201,53511600,12400,"*","Distal Intergenic",19,53529109,53542431,13323,1,"240672","ENSMUST00000038287.6",-17509
"6250","chr19",53533401,53540800,7400,"*","Exon (ENSMUST00000038287.6/240672, exon 2 of 4)",19,53529109,53542431,13323,1,"240672","ENSMUST00000038287.6",4292
"6251","chr19",53553601,53577800,24200,"*","Distal Intergenic",19,53600398,53645833,45436,1,"13006","ENSMUST00000025930.9",-22598
"6252","chr19",53726601,53741000,14400,"*","Intron (ENSMUST00000164202.8/73713, intron 1 of 13)",19,53677306,53865380,188075,1,"73713","ENSMUST00000164202.8",49295
"6253","chr19",53751601,53752200,600,"*","Intron (ENSMUST00000164202.8/73713, intron 1 of 13)",19,53793308,53813573,20266,1,"73713","ENSMUST00000162910.1",-41108
"6254","chr19",53773201,53774200,1000,"*","Intron (ENSMUST00000164202.8/73713, intron 1 of 13)",19,53793308,53813573,20266,1,"73713","ENSMUST00000162910.1",-19108
"6255","chr19",53799401,53802000,2600,"*","Intron (ENSMUST00000164202.8/73713, intron 1 of 13)",19,53793308,53813573,20266,1,"73713","ENSMUST00000162910.1",6093
"6256","chr19",53893201,53902800,9600,"*","Promoter",19,53903299,53929860,26562,1,"18569","ENSMUST00000025931.13",-499
"6257","chr19",54954201,54961200,7000,"*","Distal Intergenic",19,55069734,55099451,29718,2,"14732","ENSMUST00000061856.5",138251
"6258","chr19",54972601,54986400,13800,"*","Distal Intergenic",19,55069734,55099451,29718,2,"14732","ENSMUST00000061856.5",113051
"6259","chr19",55039801,55042000,2200,"*","Distal Intergenic",19,55069734,55099451,29718,2,"14732","ENSMUST00000061856.5",57451
"6260","chr19",55104201,55105800,1600,"*","5' UTR",19,55067268,55103091,35824,2,"14732","ENSMUST00000236859.1",-1110
"6261","chr19",55230801,55233600,2800,"*","Exon (ENSMUST00000069183.7/73707, exon 4 of 21)",19,55198099,55241236,43138,2,"73707","ENSMUST00000069183.7",7636
"6262","chr19",55252201,55259800,7600,"*","Promoter",19,55253369,55297720,44352,1,"433256","ENSMUST00000043150.5",0
"6263","chr19",55411401,55426800,15400,"*","Intron (ENSMUST00000225529.1/53611, intron 5 of 7)",19,55381014,55446979,65966,1,"53611","ENSMUST00000224396.1",30387
"6264","chr19",55438001,55443000,5000,"*","Intron (ENSMUST00000225529.1/53611, intron 5 of 7)",19,55381014,55446979,65966,1,"53611","ENSMUST00000224396.1",56987
"6265","chr19",55454001,55463400,9400,"*","Intron (ENSMUST00000225529.1/53611, intron 5 of 7)",19,55381014,55446979,65966,1,"53611","ENSMUST00000224396.1",72987
"6266","chr19",55539601,55556400,16800,"*","Intron (ENSMUST00000225529.1/53611, intron 7 of 7)",19,55381014,55446979,65966,1,"53611","ENSMUST00000224396.1",158587
"6267","chr19",55591001,55600200,9200,"*","Intron (ENSMUST00000223690.1/53611, intron 8 of 8)",19,55741820,55933229,191410,1,"21416","ENSMUST00000111662.10",-141620
"6268","chr19",55619201,55622000,2800,"*","Intron (ENSMUST00000223690.1/53611, intron 8 of 8)",19,55741820,55933229,191410,1,"21416","ENSMUST00000111662.10",-119820
"6269","chr19",55710401,55720800,10400,"*","Distal Intergenic",19,55741820,55933229,191410,1,"21416","ENSMUST00000111662.10",-21020
"6270","chr19",55739801,55851800,112000,"*","Promoter",19,55741820,55933229,191410,1,"21416","ENSMUST00000111662.10",0
"6271","chr19",55862601,55878600,16000,"*","Exon (ENSMUST00000111651.7/21416, exon 5 of 8)",19,55893352,55919618,26267,1,"21416","ENSMUST00000145249.7",-14752
"6272","chr19",55984201,55998400,14200,"*","Distal Intergenic",19,55898553,55919604,21052,1,"21416","ENSMUST00000148666.1",85648
"6273","chr19",56022601,56039400,16800,"*","Exon (ENSMUST00000236136.1/ENSMUST00000236136.1, exon 1 of 2)",19,55898553,55919604,21052,1,"21416","ENSMUST00000148666.1",124048
"6274","chr19",56170601,56171200,600,"*","Distal Intergenic",19,56287137,56320089,32953,1,"226243","ENSMUST00000078284.12",-115937
"6275","chr19",56588801,56590000,1200,"*","3' UTR",19,56570797,56591644,20848,1,"66866","ENSMUST00000236979.1",18004
"6276","chr19",56698601,56699400,800,"*","Distal Intergenic",19,56722199,56725150,2952,1,"11554","ENSMUST00000038949.5",-22799
"6277","chr19",56905201,56905400,200,"*","Intron (ENSMUST00000026068.7/240675, intron 9 of 13)",19,56920398,56928553,8156,2,"226250","ENSMUST00000155467.1",23153
"6278","chr19",56934201,56941000,6800,"*","Promoter",19,56930257,56937238,6982,2,"226250","ENSMUST00000225394.1",0
"6279","chr19",56976201,56978600,2400,"*","Intron (ENSMUST00000118800.7/226250, intron 1 of 18)",19,56930098,57001046,70949,2,"226250","ENSMUST00000126964.7",22446
"6280","chr19",56988801,57031600,42800,"*","Promoter",19,56912361,57008198,95838,2,"226250","ENSMUST00000118800.7",0
"6281","chr19",57054801,57059400,4600,"*","Exon (ENSMUST00000079360.11/226251, exon 15 of 26)",19,57039447,57047238,7792,2,"226251","ENSMUST00000137389.7",-7563
"6282","chr19",57069801,57083600,13800,"*","5' UTR",19,57039447,57047238,7792,2,"226251","ENSMUST00000137389.7",-22563
"6283","chr19",57097601,57132600,35000,"*","Promoter",19,57032890,57119009,86120,2,"226251","ENSMUST00000111529.7",0
"6284","chr19",57151001,57158600,7600,"*","Exon (ENSMUST00000079360.11/226251, exon 3 of 26)",19,57130264,57135725,5462,2,"226251","ENSMUST00000128212.1",-15276
"6285","chr19",57181801,57205800,24000,"*","Promoter",19,57033274,57197631,164358,2,"226251","ENSMUST00000099294.8",0
"6286","chr19",57221201,57246800,25600,"*","Promoter",19,57036283,57239329,203047,2,"226251","ENSMUST00000111559.7",0
"6287","chr19",57272201,57274600,2400,"*","Promoter",19,57273960,57277052,3093,1,"78120","ENSMUST00000237596.1",0
"6288","chr19",57358201,57359400,1200,"*","Intron (ENSMUST00000235159.1/320879, intron 1 of 2)",19,57360680,57389586,28907,1,"226252","ENSMUST00000036407.5",-1280
"6289","chr19",57761601,57763200,1600,"*","Intron (ENSMUST00000077282.6/226255, intron 24 of 28)",19,57611034,58133343,522310,1,"226255","ENSMUST00000077282.6",150567
"6290","chr19",57882201,57882400,200,"*","Intron (ENSMUST00000077282.6/226255, intron 26 of 28)",19,58051167,58051236,70,1,"100885835","ENSMUST00000176631.1",-168767
"6291","chr19",58101401,58108000,6600,"*","Intron (ENSMUST00000077282.6/226255, intron 28 of 28)",19,58051167,58051236,70,1,"100885835","ENSMUST00000176631.1",50234
"6292","chr19",58509201,58533800,24600,"*","Promoter",19,58511993,58553085,41093,1,"75645","ENSMUST00000235305.1",0
"6293","chr19",58703401,58704200,800,"*","Exon (ENSMUST00000189764.1/69166, exon 3 of 11)",19,58699082,58715770,16689,1,"69166","ENSMUST00000189764.1",4319
"6294","chr19",58978201,58978800,600,"*","Intron (ENSMUST00000163821.2/71653, intron 14 of 14)",19,58955456,58970933,15478,1,"226265","ENSMUST00000201123.1",22745
"6295","chr19",59855401,59864800,9400,"*","Distal Intergenic",19,59906916,59943000,36085,2,"74998","ENSMUST00000170819.1",78200
"6296","chr19",59880401,59881200,800,"*","Distal Intergenic",19,59906916,59943000,36085,2,"74998","ENSMUST00000170819.1",61800
"6297","chr19",60791401,60791600,200,"*","Promoter",19,60772995,60790658,17664,2,"13669","ENSMUST00000235706.1",-743
"6298","chr19",60939001,60949800,10800,"*","Intron (ENSMUST00000003313.9/14773, intron 1 of 15)",19,60890463,61051754,161292,1,"14773","ENSMUST00000236876.1",48538
"6299","chr19",61199601,61199800,200,"*","Distal Intergenic",19,61174686,61176309,1624,2,"633057","ENSMUST00000180168.1",-23292
"6300","chr19",61224401,61227000,2600,"*","Promoter",19,61223957,61226683,2727,2,"12982","ENSMUST00000235172.1",0
"6301","chr19",61267001,61267200,200,"*","Distal Intergenic",19,61226843,61228429,1587,2,"12982","ENSMUST00000235987.1",-38572
"6302","chr2",3216401,3220200,3800,"*","Intron (ENSMUST00000072955.11/269233, intron 5 of 7)",2,3284212,3328877,44666,1,"18108","ENSMUST00000081932.12",-64012
"6303","chr2",3235801,3245800,10000,"*","Distal Intergenic",2,3284212,3328877,44666,1,"18108","ENSMUST00000081932.12",-38412
"6304","chr2",3275601,3283000,7400,"*","Distal Intergenic",2,3284212,3328877,44666,1,"18108","ENSMUST00000081932.12",-1212
"6305","chr2",3658001,3658200,200,"*","Intron (ENSMUST00000226435.1/66540, intron 2 of 4)",2,3613758,3779787,166030,1,"66540","ENSMUST00000115052.8",44243
"6306","chr2",3715001,3765000,50000,"*","5' UTR",2,3713478,3779921,66444,1,"66540","ENSMUST00000177125.1",1523
"6307","chr2",4287201,4319400,32200,"*","Promoter",2,4300518,4572439,271922,1,"209630","ENSMUST00000175669.7",0
"6308","chr2",4335001,4346400,11400,"*","Intron (ENSMUST00000177457.7/209630, intron 2 of 24)",2,4332466,4594640,262175,1,"209630","ENSMUST00000175944.7",2535
"6309","chr2",4358601,4366400,7800,"*","Intron (ENSMUST00000177457.7/209630, intron 2 of 24)",2,4389614,4529798,140185,1,"209630","ENSMUST00000115037.8",-23214
"6310","chr2",4381801,4456800,75000,"*","Promoter",2,4389614,4529798,140185,1,"209630","ENSMUST00000115037.8",0
"6311","chr2",4470801,4506400,35600,"*","Promoter",2,4473194,4498103,24910,1,"209630","ENSMUST00000123919.2",0
"6312","chr2",4553401,4558800,5400,"*","Promoter",2,4559754,4597989,38236,1,"209630","ENSMUST00000153160.7",-954
"6313","chr2",4781401,4786200,4800,"*","Intron (ENSMUST00000184139.7/209645, intron 6 of 8)",2,4752717,4802142,49426,1,"209645","ENSMUST00000138322.1",28684
"6314","chr2",4880401,4881000,600,"*","Promoter",2,4881564,4910557,28994,1,"109079","ENSMUST00000027973.13",-564
"6315","chr2",4905401,4919400,14000,"*","Promoter",2,4919019,4938730,19712,1,"16922","ENSMUST00000027975.7",0
"6316","chr2",5062201,5077600,15400,"*","Promoter",2,5020642,5064045,43404,2,"71648","ENSMUST00000114996.7",0
"6317","chr2",5090801,5102000,11200,"*","Distal Intergenic",2,5046157,5064051,17895,2,"71648","ENSMUST00000143809.1",-26750
"6318","chr2",5116801,5138200,21400,"*","Promoter",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",0
"6319","chr2",5155201,5187600,32400,"*","Exon (ENSMUST00000119322.1/ENSMUST00000119322.1, exon 1 of 1)",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",17425
"6320","chr2",5199401,5224600,25200,"*","Intron (ENSMUST00000027988.7/74186, intron 2 of 2)",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",61625
"6321","chr2",5235201,5240800,5600,"*","Distal Intergenic",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",97425
"6322","chr2",5282201,5301200,19000,"*","3' UTR",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",144425
"6323","chr2",5314401,5317400,3000,"*","Intron (ENSMUST00000044009.13/227541, intron 6 of 10)",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",176625
"6324","chr2",5369201,5369400,200,"*","Intron (ENSMUST00000044009.13/227541, intron 3 of 10)",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",231425
"6325","chr2",5391801,5392600,800,"*","Intron (ENSMUST00000044009.13/227541, intron 3 of 10)",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",254025
"6326","chr2",5419201,5419400,200,"*","Intron (ENSMUST00000044009.13/227541, intron 3 of 10)",2,5298887,5676046,377160,2,"227541","ENSMUST00000114987.3",256646
"6327","chr2",5578001,5652800,74800,"*","Exon (ENSMUST00000117145.1/ENSMUST00000117145.1, exon 1 of 1)",2,5298887,5676046,377160,2,"227541","ENSMUST00000114987.3",23246
"6328","chr2",5669601,5669800,200,"*","Intron (ENSMUST00000044009.13/227541, intron 1 of 10)",2,5298887,5676046,377160,2,"227541","ENSMUST00000114987.3",6246
"6329","chr2",5694001,5700000,6000,"*","Intron (ENSMUST00000044009.13/227541, intron 1 of 10)",2,5565486,5714503,149018,2,"227541","ENSMUST00000155927.1",14503
"6330","chr2",5712601,5732800,20200,"*","Promoter",2,5293457,5714515,421059,2,"227541","ENSMUST00000044009.13",0
"6331","chr2",5768801,5769400,600,"*","Distal Intergenic",2,5794665,5798598,3934,2,"98828","ENSMUST00000130142.1",29198
"6332","chr2",5950001,5950400,400,"*","Distal Intergenic",2,5951469,6056703,105235,1,"326622","ENSMUST00000060092.12",-1069
"6333","chr2",6098001,6098400,400,"*","3' UTR",2,6101190,6130139,28950,2,"227545","ENSMUST00000126551.1",31739
"6334","chr2",6117001,6118400,1400,"*","Intron (ENSMUST00000114942.8/227545, intron 1 of 3)",2,6101190,6130139,28950,2,"227545","ENSMUST00000126551.1",11739
"6335","chr2",6211001,6214800,3800,"*","Promoter",2,6188465,6213033,24569,2,"67856","ENSMUST00000042658.4",0
"6336","chr2",6322401,6322600,200,"*","Promoter",2,6322667,6446390,123724,1,"98910","ENSMUST00000114937.7",-67
"6337","chr2",6364801,6378600,13800,"*","Intron (ENSMUST00000114937.7/98910, intron 2 of 14)",2,6352733,6443494,90762,1,"98910","ENSMUST00000042503.8",12068
"6338","chr2",6902401,6904200,1800,"*","Intron (ENSMUST00000002176.12/14007, intron 3 of 15)",2,6541869,6884996,343128,2,"14007","ENSMUST00000114934.10",-17405
"6339","chr2",6964601,6966000,1400,"*","Intron (ENSMUST00000002176.12/14007, intron 2 of 15)",2,6541869,6884996,343128,2,"14007","ENSMUST00000114934.10",-79605
"6340","chr2",7001001,7030000,29000,"*","Intron (ENSMUST00000002176.12/14007, intron 2 of 15)",2,6664003,7081207,417205,2,"14007","ENSMUST00000114923.2",51207
"6341","chr2",7055001,7118600,63600,"*","Promoter",2,6543430,7081302,537873,2,"14007","ENSMUST00000183209.7",0
"6342","chr2",7189201,7192400,3200,"*","Intron (ENSMUST00000002176.12/14007, intron 1 of 15)",2,6543430,7081302,537873,2,"14007","ENSMUST00000183209.7",-107899
"6343","chr2",7219201,7219800,600,"*","Intron (ENSMUST00000002176.12/14007, intron 1 of 15)",2,6543430,7081302,537873,2,"14007","ENSMUST00000183209.7",-137899
"6344","chr2",9794001,9794200,200,"*","Distal Intergenic",2,9863183,9873672,10490,2,"14462","ENSMUST00000151456.1",79472
"6345","chr2",9817401,9819800,2400,"*","Distal Intergenic",2,9863183,9873672,10490,2,"14462","ENSMUST00000151456.1",53872
"6346","chr2",9955401,9956000,600,"*","Intron (ENSMUST00000026888.10/209361, intron 2 of 6)",2,9914554,9953657,39104,2,"209361","ENSMUST00000114909.1",-1744
"6347","chr2",10116601,10133600,17000,"*","Promoter",2,10094593,10130663,36071,2,"16425","ENSMUST00000042290.13",0
"6348","chr2",10166601,10167800,1200,"*","Intron (ENSMUST00000026886.7/209378, intron 2 of 13)",2,10153571,10256529,102959,1,"209378","ENSMUST00000026886.7",13030
"6349","chr2",10249201,10251800,2600,"*","3' UTR",2,10153571,10256529,102959,1,"209378","ENSMUST00000026886.7",95630
"6350","chr2",10299201,10310000,10800,"*","Distal Intergenic",2,10370510,10439137,68628,1,"353282","ENSMUST00000114862.7",-60510
"6351","chr2",10375201,10375400,200,"*","Intron (ENSMUST00000114862.7/353282, intron 1 of 5)",2,10372450,10595253,222804,1,"353282","ENSMUST00000041105.6",2751
"6352","chr2",11005401,11026200,20800,"*","Exon (ENSMUST00000192542.1/ENSMUST00000192542.1, exon 1 of 1)",2,11172108,11301222,129115,1,"18761","ENSMUST00000028118.8",-145908
"6353","chr2",11457801,11460400,2600,"*","Distal Intergenic",2,11481010,11482111,1102,2,"170768","ENSMUST00000191726.1",21711
"6354","chr2",11779601,11779800,200,"*","Promoter",2,11779885,11789768,9884,1,"320816","ENSMUST00000133664.7",-85
"6355","chr2",11796801,11797400,600,"*","Distal Intergenic",2,11786158,11790122,3965,1,"320816","ENSMUST00000142622.1",10643
"6356","chr2",12078001,12079200,1200,"*","Distal Intergenic",2,12109070,12132552,23483,2,"241226","ENSMUST00000148055.1",53352
"6357","chr2",12169401,12170000,600,"*","Intron (ENSMUST00000028106.10/241226, intron 23 of 29)",2,12182661,12193312,10652,2,"241226","ENSMUST00000129370.1",23312
"6358","chr2",12326801,12327800,1000,"*","Distal Intergenic",2,12249800,12301922,52123,2,"241226","ENSMUST00000141477.7",-24879
"6359","chr2",12695401,12713000,17600,"*","Exon (ENSMUST00000192277.1/ENSMUST00000192277.1, exon 1 of 4)",2,12924041,13000980,76940,1,"19212","ENSMUST00000154269.6",-211041
"6360","chr2",12759201,12774200,15000,"*","Distal Intergenic",2,12924041,13000980,76940,1,"19212","ENSMUST00000154269.6",-149841
"6361","chr2",12924801,12925000,200,"*","Promoter",2,12924101,12981911,57811,1,"19212","ENSMUST00000193742.5",700
"6362","chr2",13223401,13235200,11800,"*","3' UTR",2,13218593,13271221,52629,2,"20163","ENSMUST00000131226.1",36021
"6363","chr2",13278801,13279400,600,"*","Intron (ENSMUST00000149137.2/ENSMUST00000149137.2, intron 1 of 3)",2,13077012,13271415,194404,2,"20163","ENSMUST00000028059.8",-7386
"6364","chr2",13291201,13304000,12800,"*","Exon (ENSMUST00000091436.6/65969, exon 60 of 67)",2,13077012,13271415,194404,2,"20163","ENSMUST00000028059.8",-19786
"6365","chr2",13330001,13330200,200,"*","Intron (ENSMUST00000091436.6/65969, intron 48 of 66)",2,13077012,13271415,194404,2,"20163","ENSMUST00000028059.8",-58586
"6366","chr2",13355601,13507000,151400,"*","Promoter",2,13276338,13491813,215476,2,"65969","ENSMUST00000091436.6",0
"6367","chr2",13519601,13572800,53200,"*","Promoter",2,13509014,13544668,35655,2,"13434","ENSMUST00000124488.6",0
"6368","chr2",13726401,13726800,400,"*","Intron (ENSMUST00000003509.9/241230, intron 2 of 7)",2,13657154,13793293,136140,2,"241230","ENSMUST00000150781.1",66493
"6369","chr2",16149201,16149400,200,"*","Intron (ENSMUST00000146205.2/102635496, intron 34 of 38)",2,16356304,16755839,399536,1,"67448","ENSMUST00000028081.12",-206904
